epoch,accuracy,loss,top5_acc,val_accuracy,val_loss,val_top5_acc
47,0.6934057474136353,2.0763778686523438,0.8575741648674011,0.7999786138534546,1.6860111951828003,0.9309717416763306
48,0.6950212121009827,2.073632001876831,0.8564751148223877,0.8002996444702148,1.6796506643295288,0.9316138625144958
49,0.6989406943321228,2.05804181098938,0.8601297736167908,0.801369845867157,1.6757586002349854,0.930008590221405
50,0.700648844242096,2.0502848625183105,0.8600635528564453,0.8041523694992065,1.667060136795044,0.9322559833526611
51,0.7040519118309021,2.0436174869537354,0.8615201115608215,0.8052226305007935,1.6713508367538452,0.9291523694992065
52,0.7045815587043762,2.0359714031219482,0.8630694150924683,0.8053296208381653,1.661480188369751,0.933005154132843
53,0.7063426971435547,2.0328664779663086,0.8631488084793091,0.8052226305007935,1.652607798576355,0.9328981041908264
54,0.7090174555778503,2.025139808654785,0.8643008470535278,0.8077911138534546,1.6511361598968506,0.9313998222351074
55,0.7107123732566833,2.0167043209075928,0.8651880025863647,0.8077911138534546,1.659296989440918,0.9317209124565125
56,0.7135328650474548,2.0058646202087402,0.8664327263832092,0.8117508292198181,1.644140362739563,0.934503436088562
57,0.7166048884391785,1.996627926826477,0.8691737055778503,0.8129280805587769,1.6347049474716187,0.9354665875434875
58,0.7185381650924683,1.9952435493469238,0.868101179599762,0.8137842416763306,1.6377508640289307,0.9347174763679504
59,0.7206965088844299,1.9839001893997192,0.8703654408454895,0.8135702013969421,1.6288310289382935,0.9335402250289917
60,0.7235831618309021,1.9738173484802246,0.8706037998199463,0.8153895735740662,1.6315072774887085,0.9340753555297852
61,0.7258474826812744,1.9733515977859497,0.8713453412055969,0.8113227486610413,1.629960536956787,0.9348244667053223
62,0.7258341908454895,1.9634360074996948,0.8732653856277466,0.8187071681022644,1.6198105812072754,0.9358946681022644
63,0.7251853942871094,1.9653939008712769,0.8722987174987793,0.8165667653083801,1.620657205581665,0.9361087083816528
64,0.7297934293746948,1.954279899597168,0.8746689558029175,0.8181720972061157,1.6183953285217285,0.936001718044281
65,0.7315678000450134,1.9457215070724487,0.8759666085243225,0.8195633292198181,1.6135156154632568,0.9348244667053223
66,0.7341896295547485,1.9420571327209473,0.8751589059829712,0.8220248222351074,1.6144397258758545,0.9349315166473389
67,0.7337791323661804,1.9388070106506348,0.8757547736167908,0.820633590221405,1.6113251447677612,0.9369648694992065
68,0.7363744974136353,1.9313037395477295,0.8764830231666565,0.8212757110595703,1.605962872505188,0.9365367889404297
69,0.7389301061630249,1.9256728887557983,0.8780720233917236,0.8203125,1.608350396156311,0.9350385069847107
70,0.7392346262931824,1.9220678806304932,0.8777939677238464,0.824807345867157,1.5997551679611206,0.9366438388824463
71,0.7424258589744568,1.9083212614059448,0.8801906704902649,0.8224529027938843,1.5971602201461792,0.9373929500579834
72,0.7416975498199463,1.913400650024414,0.8787738084793091,0.828125,1.5963338613510132,0.9369648694992065
73,0.7419226765632629,1.9140360355377197,0.8796080350875854,0.8279109597206116,1.5914602279663086,0.9369648694992065
74,0.7425979971885681,1.9030530452728271,0.8800582885742188,0.8301584124565125,1.5903435945510864,0.9377140402793884
75,0.7451933026313782,1.8982195854187012,0.8809057474136353,0.8283390402793884,1.5901991128921509,0.9380351305007935
76,0.749602735042572,1.8936418294906616,0.8821371793746948,0.8289811611175537,1.5866611003875732,0.9376070499420166
77,0.7496954202651978,1.8884153366088867,0.8819253444671631,0.8298373222351074,1.5855389833450317,0.9373929500579834
78,0.7502251267433167,1.8881926536560059,0.8811838030815125,0.8288741707801819,1.5844892263412476,0.9379280805587769
79,0.7500794529914856,1.8856257200241089,0.8830905556678772,0.8317636847496033,1.5835827589035034,0.9369648694992065
80,0.7518273591995239,1.8809605836868286,0.8827462792396545,0.8331549763679504,1.5780953168869019,0.9387842416763306
81,0.7533633708953857,1.8800212144851685,0.884242594242096,0.8304794430732727,1.5793769359588623,0.9382491707801819
82,0.7503840327262878,1.8777248859405518,0.8841499090194702,0.8315496444702148,1.5758146047592163,0.9385702013969421
83,0.7511520385742188,1.8752002716064453,0.884626567363739,0.8321917653083801,1.5738550424575806,0.9387842416763306
84,0.7516419291496277,1.8742011785507202,0.884626567363739,0.832619845867157,1.5750703811645508,0.9388912916183472
85,0.753508985042572,1.8723218441009521,0.8850768208503723,0.834118127822876,1.5723007917404175,0.9385702013969421
86,0.7534428238868713,1.8735328912734985,0.8846133351325989,0.8327268958091736,1.5705820322036743,0.9384632110595703
87,0.7551509737968445,1.8694359064102173,0.8845338821411133,0.8339040875434875,1.571488857269287,0.9383561611175537
88,0.7554422616958618,1.8689194917678833,0.8845338821411133,0.8340111374855042,1.5708458423614502,0.9385702013969421
89,0.7560645937919617,1.8660855293273926,0.8842822909355164,0.8335830569267273,1.5689723491668701,0.9388912916183472
90,0.758593738079071,1.8600069284439087,0.8857123851776123,0.8349742889404297,1.5689549446105957,0.9394263625144958
91,0.7585408091545105,1.8558462858200073,0.8875926733016968,0.8357234597206116,1.5686709880828857,0.938998281955719
92,0.7585805058479309,1.8586734533309937,0.8859109878540039,0.834439218044281,1.5685327053070068,0.9400684833526611
93,0.7580508589744568,1.8610976934432983,0.8853945732116699,0.8343321681022644,1.5686839818954468,0.939319372177124
94,0.7581435441970825,1.8580727577209473,0.8867849707603455,0.8349742889404297,1.5685813426971436,0.9391053318977356
95,0.7587924003601074,1.8547712564468384,0.8879104852676392,0.8347602486610413,1.5682181119918823,0.9392123222351074
96,0.7585142850875854,1.8593080043792725,0.8857918381690979,0.8347602486610413,1.5676689147949219,0.9391053318977356
97,0.7595338821411133,1.8535592555999756,0.8870100378990173,0.8345462083816528,1.5674448013305664,0.9395334124565125
98,0.7572828531265259,1.861600637435913,0.885169506072998,0.8343321681022644,1.5672603845596313,0.9392123222351074
99,0.7607123851776123,1.8550915718078613,0.8868511915206909,0.834118127822876,1.5678768157958984,0.9396404027938843
